_id,singkat,hasil
4548,mw,mau
4549,mz,mas 
4550,nabung,tabung 
4551,naek,naik 
4552,nahan,tahan 
4553,nak,anak
4554,nambah,tambah 
4555,nanya,tanya 
4556,napa,kenapa 
4557,napas,nafas 
4558,nape,kenapa 
4559,naq,anak
4560,nasgor,nasi goreng
4561,nax,anak
4562,nda,tidak
4563,ndak,tidak
4564,ndax,tidak
4565,ndk,tidak 
4566,negri,negeri 
4567,nelen,telan 
4568,nemenin,menemani 
4569,nemu,temu 
4570,nengok,tengok 
4571,ngabungin,menggabungkan
4572,ngadain,mengadakan 
4573,ngajak,mengajak 
4574,ngajak,mengajak
4575,ngajar,ajar 
4576,ngak,tidak 
4577,ngakak,terbahak-bahak 
4578,ngambek,marah 
4579,ngambil,ambil 
4580,nganter,antar 
4581,nganterin,antar 
4582,ngarep,mengharap 
4583,ngarepinnya,mengharapkannya 
4584,ngasi,kasih 
4585,ngasih,kasih 
4586,ngegosip,gosip 
4587,ngehadepin,menghadapi 
4588,ngeliatin,melihat 
4589,ngeluh,keluh 
4590,ngerasa,merasa 
4591,ngerasain,merasakan 
4592,ngerjain,mengerjakan 
4593,ngerokok,merokok 
4594,ngerokok,merokok
4595,ngetik,ketik 
4596,ngga,tidak 
4597,ngga,tidak
4598,nggak,tidak 
4599,nggak,tidak
4600,nggax,tidak
4601,nggesek,menggesek
4602,nggk,tidak 
4603,nggosok,menggosok
4604,ngibul,berbohong
4605,ngidam,idam 
4606,ngikutin,ikuti 
4607,ngilangin,menghilangkan 
4608,nginep,menginap 
4609,ngingetin,mengingatkan 
4610,ngjk,mengajak 
4611,ngk,tidak 
4612,ngmbl,mengambil 
4613,ngmg,omong 
4614,ngmng,berbicara 
4615,ngmpl,berkumpul 
4616,ngmps,ke kampus
4617,ngntk,mengantuk 
4618,ngntr,ke kantor
4619,ngobatin,obati 
4620,ngobrol,bicara 
4621,ngomong,bicara 
4622,ngomongin,membicarakan 
4623,ngrasain,merasakan 
4624,ngundurin,mengundurkan 
4625,ngunyah,kunyah 
4626,ngurus,urus 
4627,ni,ini 
4628,nich,ini
4629,ninggalin,tinggalkan 
4630,nmbh,tambah 
4631,nmny,namanya 
4632,nmpk,nampak 
4633,nmr,nomor 
4634,nnti,nanti 
4635,nntn,nonton 
4636,nntn,menonton
4637,nnton,nonton 
4638,nolak,tolak 
4639,nraktir,traktir 
4640,ntah,entah 
4641,ntap,mantap
4642,ntar,nanti 
4643,nti,nanti 
4644,ntn,nonton 
4645,ntn,menonton
4646,nton,nonton 
4647,ntr,nanti 
4648,ntu,itu 
4649,nungguin,tunggu 
4650,nyakiti,menyakiti 
4651,nyakitin,menyakiti 
4652,nyalain,nyalakan 
4653,nyampe,sampai 
4654,nyangka,sangka 
4655,nyantai,santai 
4656,nyari,cari 
4657,nyebelin,menyebalkan 
4658,nyeremin,menyeramkan 
4659,nyesek,sesak 
4660,nyesel,menyesal 
4661,nyetel,setel 
4662,nyiksa,menyiksa 
4663,nyoba,coba 
4664,nyobain,coba 
4665,nyuci,cuci 
4666,nyukur,cukur 
4667,nyuruh,suruh 
4668,nyusul,susul 
4669,oc,oke
4670,oce,oke
4671,ohh,oh
4672,ok,oke
4673,okedech,oke
4674,okedeh,oke
4675,okeh,baik 
4676,okeh,oke
4677,okz,oke
4678,ol,online 
4679,org,orang 
4680,org,orang
4681,org2,orang-orang 
4682,orng,orang 
4683,ortu,orangtua 
4684,ouch,oh
4685,ouh,oh
4686,owh,oh
4687,pait,pahit 
4688,pake,pakai 
4689,pakek,pakai 
4690,pantesan,pantas 
4691,pasutri,pasangan suami istri
4692,paz,pas
4693,pcr,pacar 
4694,pcrn,pacaran 
4695,pcrny,pacarnya 
4696,pd,pada 
4697,pdahal,padahal 
4698,pdhal,padahal 
4699,pdhl,padahal 
4700,pedes,pedas 
4701,pegi,pergi 
4702,pengen,ingin
4703,penghianat,pengkhianat 
4704,pengin,ingin 
4705,pengin,ingin
4706,pesen,pesan 
4707,pg,pergi 
4708,pgen,ingin 
4709,pgn,ingin 
4710,pgn,ingin
4711,pilem,film 
4712,pingin,ingin 
4713,pinjem,pinjam 
4714,pinter,pintar 
4715,pkai,pakai 
4716,pke,pakai 
4717,plg,pulang 
4718,plis,tolong 
4719,pljrn,pelajaran 
4720,plng,pulang 
4721,pmpuan,perempuan 
4722,pndh,pindah 
4723,pngen,ingin 
4724,pngn,ingin 
4725,pnjng,panjang 
4726,pnting,penting 
4727,pntng,penting 
4728,pny,punya 
4729,pnya,punya 
4730,pokonya,pokoknya 
4731,praktek,praktik 
4732,prasaan,perasaan 
4733,prgi,pergi 
4734,prmhn,perumahan 
4735,prmptn,perempatan 
4736,prnah,pernah 
4737,prnh,pernah 
4738,prthnkn,pertahankan 
4739,psg,pasang 
4740,psng,pasang 
4741,psr,pasar 
4742,psti,pasti 
4743,psti,pasti
4744,ptg,penting 
4745,punye,punya 
4746,puter,putar 
4747,puterin,putar 
4748,pzt,pasti
4749,q,saya
4750,qaqa,kakak
4751,qq,kakak
4752,qt,kita 
4753,qta,kita 
4754,rada,agak 
4755,rame,ramai 
4756,rame2,ramai-ramai 
4757,rasane,rasanya 
4758,rb,ribu 
4759,rmbt,rambut 
4760,rmh,rumah 
4761,rmh,rumah
4762,rmhq,rumahku 
4763,rsk,rusak 
4764,sabeb,bebas
4765,sabi,bisa
4766,saje,saja 
4767,salfok,salah fokus
4768,saltum,salah kostum
4769,sambel,sambal 
4770,samo,sama 
4771,sampe,sampai
4772,sans,santai 
4773,sape,siapa 
4774,sateny,satenya 
4775,sbg,sebagai 
4776,sbl,sebelah 
4777,sblh,sebelah 
4778,sblhny,sebelahnya 
4779,sblm,sebelum 
4780,sblmny,sebelumnya 
4781,sbnr,sebenarnya 
4782,sbnrny,sebenarnya 
4783,sbnrnya,sebenarnya 
4784,sbnt,sebentar 
4785,sbntr,sebentar 
4786,sbr,sabar 
4787,sbtr,sebentar 
4788,scr,secara 
4789,sdah,sudah 
4790,sdg,sedang 
4791,sdgkn,sedangkan 
4792,sdh,sudah 
4793,sdh,sudah
4794,sdng,sedang 
4795,sdngkn,sedangkan 
4796,sebel,kesal 
4797,sebenernya,sebenarnya 
4798,sekola,sekolah 
4799,selaw,santai
4800,selow,sebentar 
4801,selow,santai
4802,semalem,semalam 
4803,sembuhin,sembuhkan 
4804,senen,senin 
4805,seneng,senang 
4806,serem,seram 
4807,sesek,sesak
4808,seterah,terserah 
4809,sgala,segala 
4810,sgini,segini 
4811,sgitu,segitu 
4812,sgt,sangat 
4813,shap,siap
4814,shaps,siap
4815,shbt,sahabat 
4816,shiet,tahi 
4817,shit,tahi 
4818,sihat,sehat 
4819,sja,saja 
4820,skali,sekali 
4821,skalian,sekalian 
4822,skit,sakit 
4823,sklh,sekolah 
4824,skola,sekolah 
4825,skolah,sekolah 
4826,skr,sekarang 
4827,skrang,sekarang 
4828,skrg,sekarang 
4829,skrng,sekarang 
4830,skt,sakit 
4831,slah,salah 
4832,slalu,selalu 
4833,slamat,selamat 
4834,slesai,selesai 
4835,slg,saling 
4836,slh,salah 
4837,slhkn,salahkan 
4838,sllu,selalu 
4839,slm,salam 
4840,slmt,selamat 
4841,sls,selesai 
4842,sm,sama 
4843,smangat,semangat 
4844,smbg,sambung 
4845,smbh,sembuh 
4846,smbhyg,sembahyang 
4847,smbil,sambil 
4848,smbl,sambil 
4849,smbng,sambung 
4850,smbrg,sembarang 
4851,smbuh,sembuh 
4852,smcm,semacam 
4853,smg,semoga 
4854,smga,semoga 
4855,smgt,semangat 
4856,smlm,semalam 
4857,smlmn,semalaman 
4858,smngt,semangat 
4859,smntr,sementara 
4860,smoga,semoga 
4861,smpai,sampai 
4862,smpe,sampai 
4863,smpt,sempat 
4864,smua,semua 
4865,smuanya,semuanya 
4866,sndiri,sendiri 
4867,sndri,sendiri 
4868,sngt,sangat 
4869,sni,sini 
4870,snyum,senyum 
4871,soale,soalnya 
4872,sodara,saudara 
4873,sopo,siapa 
4874,sorang,seorang 
4875,sory,maaf 
4876,sperti,seperti 
4877,spnjng,sepanjang 
4878,sprt,seperti 
4879,sprtny,sepertinya 
4880,spt,seperti 
4881,sptny,sepertinya 
4882,spy,supaya 
4883,srg,sering 
4884,sseorg,seseorang 
4885,stelah,setelah 
4886,stgh,setengah 
4887,stiap,setiap 
4888,stlh,setelah 
4889,stngh,setengah 
4890,sudh,sudah 
4891,sy,saya 
4892,sya,saya 
4893,syantik,cantik
4894,syg,sayang 
4895,sygku,sayangku 
4896,sygny,sayangnya 
4897,syipp,sip
4898,syng,sayang 
4899,syp,siapa
4900,tai,tahi 
4901,tau,tahu 
4902,tau,tahu
4903,tauk,tahu
4904,taunya,tahunya 
4905,td,tadu 
4906,tdi,tadi 
4907,tdk,tidak 
4908,tdk,tidak
4909,tdny,tadinya 
4910,tdr,tidur 
4911,tdur,tidur 
4912,telor,telur 
4913,telp,telepon
4914,telpon,telepon 
4915,temen,teman 
4916,temen2,teman-teman 
4917,temenin,temani 
4918,tercyduk,terciduk
4919,teriakk,teriak 
4920,teros,terus 
4921,tetep,tetap 
4922,tgannya,tangannya 
4923,tggu,tunggu 
4924,tgh,tengah 
4925,tgl,tanggal 
4926,tgl,tanggal
4927,tgn,tangan 
4928,tgs,tugas 
4929,thd,terhadap 
4930,thdp,terhadap 
4931,thks,terima kasih
4932,thn,tahun 
4933,thnx,terima kasih
4934,thx,terima kasih
4935,tida,tidak 
4936,tipi,tv 
4937,tipi,televisi
4938,tkut,tsayat 
4939,tlg,tolong 
4940,tlh,telah 
4941,tlng,tolong 
4942,tlp,telepon 
4943,tlpn,telepon 
4944,tamvan,tampan
4945,tmbah,tambah 
4946,tmbh,tambah 
4947,tmen,teman 
4948,tmn,teman 
4949,tmpat,tempat 
4950,tmpt,tempat 
4951,tmsk,termasuk 
4952,tnp,tanpa 
4953,tnpa,tanpa 
4954,tny,ternyata 
4955,tnya,tanya 
4956,tnyt,ternyata 
4957,tp,tapi 
4958,tp,tapi
4959,tpi,tapi 
4960,tq,terima kasih
4961,trdpt,terdapat 
4962,trgntng,tergantung 
4963,trims,terima kasih
4964,trimz,terima kasih
4965,trjadi,terjadi 
4966,trkdng,terkadang 
4967,trkhr,terakhir 
4968,trlalu,terlalu 
4969,trmksh,terima kasih
4970,trmsk,termasuk 
4971,trnsfr,transfer 
4972,trnyata,ternyata 
4973,trnyt,ternyata 
4974,trs,terus 
4975,trsrh,terserah 
4976,trus,terus 
4977,tsadeest,sadis
4978,tsb,tersebut 
4979,tsbt,tersebut 
4980,ttep,tetap 
4981,ttg,tentang 
4982,ttp,tetap 
4983,tu,itu 
4984,tuch,itu
4985,tukeran,tukar 
4986,tumben,tidak biasa
4987,tw,tahu 
4988,tw,tahu
4989,u,kamu
4990,ubat,obat 
4991,ud,sudah 
4992,uda,sudah 
4993,udah,sudah 
4994,udah,sudah
4995,udd,sudah
4996,udeh,sudah 
4997,udh,sudah 
4998,udh,sudah
4999,uga,juga
5000,ujan2an,hujan-hujanan 
5001,untk,untuk 
5002,utk,untuk 
5003,von,telepon
5004,w,saya
5005,wa,saya
5006,wad,buat
5007,waduh,aduh 
5008,wanjir,anjir 
5009,wat,buat
5010,wht,apa 
5011,wkt,waktu 
5012,wktu,waktu 
5013,yaini,ya ini
5014,yank,sayang 
5015,yank,sayang
5016,yap,ya
5017,yaudh,ya sudah
5018,yaw,ya
5019,yawda,ya sudah
5020,yela,yailah 
5021,yelah,yailah 
5022,yg,yang 
5023,yng,yang 
5024,yodah,ya sudah
5025,yoi,iya
5026,yup,ya 
5027,yups,ya
5028,yupz,ya
5029,ywdh,ya sudah
